"Activity" "Subject" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.."
"WALKING_UPSTAIRS" 11 13.86621419 -1.41496007989 -5.845398297 -25.476515834 -16.423849752 -21.9525837562 31.02618279 0.39252744064 4.4267502257 -51.92999655 -50.46123296 -49.1770089 3.414951316 2.64006427444 0.82121551992 -26.5064800554 -23.115950819 -35.7605201733 -2.3999028065 -3.6820848107 4.72190944 -31.683577338 -28.8619396281 -28.515607059 -5.5163172166 -2.8857139196 -2.5997654072 -33.77229247 -36.375750096 -35.02307025 -19.7384563935 -23.170709202 -19.7384563935 -23.170709202 -26.915728833 -24.939024632 -23.6691481294 -27.403929435 -35.355256931 -35.980206202 -26.2552447377 -18.004312153 -27.361417526 -25.242902731 -18.114319681 -21.8145945612 -16.611894347 0.1905924533 -1.411944113 -28.0275224498 -24.785317248 -34.540204846 -27.4400046505 -23.438922271 -36.975970091 -10.176280425 -16.2566327701 -14.125356026 -28.6778310343 -30.922155632 -27.491264226 -32.807749244 -28.065330909 -31.261771814 -8.1329635765 -9.7518269556 -5.0654837738 -23.163738534 -28.199194003 1.1699683106 -25.1670403992 -24.878231998 3.1170386168 -30.4790718423 -30.1618538041 -0.731147896 -36.371524966 -36.860562115 3.76077342433
"WALKING_UPSTAIRS" 12 13.41894227 -0.876748293193 -5.233209348 -29.567539394 -22.35886361 -28.733260569 27.294859304 0.518249762 7.4420450688 -50.23443297 -49.81368523 -48.37476583 4.7914513404 2.5823607676 0.44341348691 -31.002020079 -27.8332161663 -37.4896089 -2.8239986944 -3.1543523128 5.4293509235 -35.207440835 -31.563449378 -31.650698321 -6.404249098 -2.6082982434 -1.166584088 -35.44325985 -37.81271875 -36.7249361574 -25.6639399541 -28.654594081 -25.6639399541 -28.654594081 -31.175429227 -29.249357376 -28.2935478879 -31.75011135 -37.054158881 -37.170303768 -30.4479764306 -23.3998756294 -31.5713771889 -29.31099936 -23.699550596 -29.13188318288 -14.772262143 1.4161789398 3.3590852523 -31.897328109 -28.9196291318 -36.47903612 -31.972908581 -28.329172407 -38.458435944 -5.6224182546 -13.5270295084 -7.5349050392 -32.245583468 -33.044558023 -31.2557404672 -36.236773985 -31.006443878 -33.73109723 -3.7402238904 -10.3667429767 -3.0484872287 -28.0618144545 -32.690642042 3.7955640367 -28.8603456082 -29.923416752 7.7536925975 -33.512530917 -34.161376725 -0.698425015 -37.476348359 -37.878369101 5.266741872
"WALKING_UPSTAIRS" 13 14.25079577 -0.95073899587 -5.751986521 -34.27901748 -26.20321608808 -34.66943712 18.37306353 6.65074099 14.4349306235 -53.07702732 -53.28245609 -52.05315606 5.15588829863 0.97245846572 -0.168165984552 -35.734231038 -32.081552304 -42.393890274 -2.01190036501 -4.6750093107 5.3038147846 -39.334878584 -38.281933754 -34.9614674 -5.3916043345 -2.7918698166 -3.7540616831 -38.5012645684 -43.78219161 -39.354112106 -30.389309719 -34.05351344 -30.389309719 -34.05351344 -35.530725775 -34.809823042 -33.5828738661 -37.02559841 -41.489196148 -42.746219308 -35.640296226 -28.5986434467 -37.561577154 -33.84447263 -26.8838835178 -34.8131725045 -17.658052991 -0.201952682 3.79812735 -36.982585557 -33.711543524 -41.3966461659 -36.188844194 -31.8638301765 -43.31799901 -6.494439796 -14.4192510818 -6.5551528785 -36.0715365042 -39.7350354717 -34.3693742408 -40.47670303 -37.71327531 -37.130418291 -5.436719115 -9.658214379 -0.9986754663 -33.759166922 -37.502450108 2.439579556 -34.4838467182 -35.429824635 7.9056494272 -38.695065539 -39.150422555 -0.215943896 -43.02744872 -43.2682201046 6.104694533
"WALKING_UPSTAIRS" 14 14.0518666 -1.10970331571 -6.077072162 -30.2722386738 -23.597644096 -30.1468801959 30.822590972 2.2981533221 5.5763245462 -52.26998779 -51.77066061 -51.04336132 3.5466729992 1.8325360848 -2.5973287526 -31.598658402 -29.7945727237 -39.15106827 -3.53601968307 -2.4803770531 5.006861218 -36.3086854557 -34.322948821 -33.39950862 -4.6361433469 -3.55562282498 -2.9749396131 -37.489548271 -40.65587558 -38.7740279 -26.771875393 -28.8081113797 -26.771875393 -28.8081113797 -32.17801484 -31.0651315693 -29.397168079 -32.384714365 -39.4032475 -40.1924579675 -31.3223629586 -25.4993883587 -33.555653349 -29.9613898576 -24.5995871734 -30.409919868 -17.0560329058 -0.5541998443 0.1243331711 -32.775686554 -31.277071749 -38.096823832 -32.417955269 -29.828749325 -40.13029413 -6.16761637162 -14.533434982 -9.8764264764 -33.75662697 -35.880261859 -32.782987149 -37.246152425 -33.758709778 -35.5811234 -8.7900790895 -10.949771774 -3.2989251361 -28.363532283 -33.0500522796 2.0062442764 -31.084709714 -31.20842033 7.869742996 -34.824235199 -34.71536867 -3.34427473428 -40.3021275049 -41.086101413 4.3864851483
"WALKING_UPSTAIRS" 15 12.53396066 -0.83298313082 -5.116973319 -25.633429455929 -17.6947711492 -25.0891066494 28.14098431 -1.9035825111 5.3594087383 -46.54123709 -45.82082885 -45.23608979 2.60476351905 0.75668055119 -1.2256352996 -26.3451574424 -24.2296867938 -34.623373881 -1.0635362366 -4.3884990207 5.1664765404 -32.165129544 -28.580110703 -26.490816525 -2.8506117483 -2.56813504187 -2.906907602 -32.35242485 -35.734301489 -32.203071943 -21.439738004 -25.2392042433 -21.439738004 -25.2392042433 -26.945439422 -26.404472518 -24.4945224267 -28.850692665 -33.992471558 -35.3783383 -26.340068502 -19.8418004873 -28.685151332 -25.4178524935 -18.572848119 -25.0938700805 -14.790484059 -2.200569695 -1.2522291777 -27.3483747338 -25.6029515766 -33.49560863 -27.26075129915 -24.3647877433 -35.69314869 -8.40466219426 -15.3690792872 -10.700563469 -29.321136057 -30.363804158 -26.4031027836 -33.145069444 -27.8355369674 -28.606439861 -7.232093911 -10.02615509007 -5.4433566351 -24.816140963 -29.149772653 0.9937632337 -25.765301633 -27.4505761798 6.8161044002 -30.644509538 -31.08890815 -0.564133358 -35.38780138 -36.314634748 3.4293946377
"WALKING_UPSTAIRS" 16 13.3546125 -1.0793712314 -5.746099285 -26.1887620028 -19.84819315825 -25.637588638 28.735107708 2.326322143 4.5793296181 -49.28026607 -48.86757992 -48.28364518 4.600454102 0.31178169938 0.1347768587 -26.8637263278 -26.949249098 -35.204846677 -1.4392232964 -3.880277393 2.44046396 -32.1080851142 -29.421984677 -29.2711627072 -3.1478359205 -1.74155454325 -2.8702584075 -33.827310674 -36.556061262 -34.58972599 -22.472819947 -25.455050029 -22.472819947 -25.455050029 -28.0234300527 -26.7900028045 -24.502700797 -28.855756271 -35.288984469 -36.575077264 -27.030537585 -21.576633024 -28.683097283 -25.9982993152 -21.0811418329 -26.1850775817 -14.2705740661 -0.74936922 0.5019667078 -28.4099814222 -27.977279508 -33.930256759 -27.4214790213 -27.492054827 -36.4183599738 -5.523607856 -13.272121881 -9.29545633553 -29.252579753 -31.364632974 -28.4038276714 -33.144193652 -28.66177094683 -31.7174171299 -6.2357178732 -10.67369575 -2.7227149408 -24.464691689 -30.140009229 2.010738578 -26.4089799509 -27.528104885 9.2215356116 -31.317049739 -31.273206862 -1.7399742531 -36.644654464 -37.571156211 8.2389021214
"WALKING_UPSTAIRS" 17 12.59536157 -0.8864093 -5.885838056 -29.386797292 -24.073553335 -27.6380271815 24.98316305 -0.037561094 4.8734242448 -46.59038381 -45.8190271 -44.56021696 4.59557140624 0.15477267701 2.5454131397 -30.758568132 -28.925117043 -35.8292388005 0.1326475384 -4.8040420367 4.135425894 -34.269462609 -31.605795483 -29.9419249873 -5.2487216434 -2.2654274071 -1.92424491657 -34.970204397 -37.186955362 -35.21292495 -25.901981505 -28.73229076 -25.901981505 -28.73229076 -30.882532582 -29.758757763 -27.867274646 -30.20822185 -36.10331011 -36.678679967 -30.2455417813 -25.438529711 -30.720216067 -29.118232658 -24.980652283 -27.737349987 -14.272757837 0.3162085798 2.0075999362 -31.848968392 -29.816482867 -34.886566025 -31.18534078 -29.260662564 -36.701411329 -4.5033820496 -10.01756837645 -5.572934582 -31.805363964 -33.432067961 -30.031491967 -35.137323932 -30.853481095 -31.660399005 -5.4847211962 -10.608642032 -3.06377821526 -28.512816741 -31.963589248 0.0855112742 -29.650334604 -30.022163093 7.85377927073 -32.30222618 -32.010141902 -3.8666192867 -37.013801766 -37.07496144 6.8274834311
"WALKING_UPSTAIRS" 18 15.26677009 -0.94825929171 -6.290154046 -38.093463583 -31.74943778398 -37.712407912 27.24172622 10.862623938 8.4521420048 -56.03357912 -55.02002489 -54.60140178 7.0480416483 0.90094792539 -0.88909622527 -38.9577362765 -36.0330436613 -45.931962735 -2.6428434117 -3.24598519583 5.4224558936 -42.78339458 -40.6585189302 -39.980745253 -5.0096852496 -3.4369825704 -3.4690936616 -44.1181339 -46.825189425 -43.7966312679 -34.7881961658 -37.167687036 -34.7881961658 -37.167687036 -39.375388267 -37.9490988816 -36.33146079 -39.22565167 -45.69268071 -46.150318937 -38.5277175752 -32.8543820116 -40.8485752128 -38.009613107 -32.8539876652 -37.71278647 -15.4880550854 0.7517042864 2.624297285 -39.673559071 -37.287632436 -44.980702541 -39.966704213 -36.1915328686 -46.8152184 -1.9814044162 -13.821055668 -7.1645781382 -40.377526495 -42.319849348 -39.009979673 -43.65969174 -40.052877401 -42.059937474 -4.7409970931 -10.1538391906 -5.48829611 -36.872631422 -40.5827945901 2.18190367335 -37.5755056363 -38.600907849 6.9161059777 -41.48491481 -41.13520762 -5.8210740733 -46.226974088 -46.90865161 4.2819198389
"WALKING_UPSTAIRS" 19 10.56406996 -0.7034230164 -4.124403094 -27.24111903 -23.5976690534 -26.660156667 17.809443069 4.953621178 11.0024410646 -38.48712939 -38.5864656 -38.11890208 2.532267207 0.91934045905 1.86303832625 -28.26054862426 -26.761653838 -32.03649176 -3.2954101996 -1.0606518963 2.077071949 -30.302072009 -27.997879024 -28.574717002 -4.1150545993 -1.3670314628 -1.3633911581 -30.802121364 -32.86636482 -31.954398485 -25.116101755 -26.78094117 -25.116101755 -26.78094117 -28.364360448 -27.8927173234 -25.502830837 -27.797859507 -32.15663934 -32.5910688 -27.966305155 -24.7026741275 -28.90274691 -27.02949206 -24.114414304 -26.6443780574 -13.156381358 -2.2553329943 0.841594827 -29.034922353 -27.606935151 -31.3878242 -28.521386634 -26.727598813 -32.63779583 -3.5880463349 -8.5577357423 -3.4259669777 -28.662572107 -29.6097432 -28.564110068 -30.88284458 -27.355113485 -29.669837551 -6.0309629285 -9.732796993 -3.9761896844 -26.66414998 -28.974712505 -0.2740295881 -27.8786419154 -28.019675467 6.328086121 -29.29371161 -29.04757606 -4.14502072934 -32.69235903 -33.01661273 3.2088986699
"WALKING_UPSTAIRS" 20 13.50659017 -0.89365263833 -5.538540641 -35.13149058 -29.5759106201 -34.020320743 21.6312331 7.725849232 12.645353314 -49.34268458 -49.19345006 -48.7868699 5.34963743 0.6035979843 -1.78239728916 -35.757852681 -33.423677209 -39.44520396 -1.5687642851 -4.5253137384 3.8909451723 -39.74541275 -36.221600266 -35.94090004 -4.7909620592 -1.4993617511 -1.9240831609 -38.296548806 -40.824434751 -39.98542004 -32.2335125614 -33.797761784 -32.2335125614 -33.797761784 -35.517568095 -34.26946724 -33.932342137 -35.562041632 -40.113770512 -40.345303758 -35.249722158 -30.6813581401 -35.7011057838 -35.1459722869 -30.3887691489 -34.5561385073 -11.6673583857 2.8461567289 5.130182132 -36.187670479 -34.1692489643 -38.553501105 -36.704759469 -33.8429846451 -40.25759882 0.169366704 -7.3595389835 -4.7109487179 -36.834824004 -37.454189659 -35.388797342 -40.74347916 -35.781300866 -37.588146302 -2.64443336204 -8.22689452303 -0.4613035501 -33.270860335 -36.8107267315 3.44309576864 -34.091912557 -34.611130104 9.017150191797 -36.928425188 -37.47401323 -2.577599292521 -40.498249258 -40.919345965 4.3197279358
"WALKING_UPSTAIRS" 21 12.47701768 -1.08217463514 -5.110235209 -33.1330945221 -28.4470980236 -32.2615462937 24.88847583 5.5659559701 7.175568802 -45.65678067 -44.75620985 -44.49781595 3.927419247 0.36698794239 -1.33997904758 -34.131787764 -31.767872414 -37.443452591 -1.553602730288 -4.283201968 5.472661447 -36.74142303 -34.86739247 -34.050637344 -3.8394987341 -2.585914455 -3.4279199271 -37.444462068 -38.30792605 -37.83066763 -30.3903144509 -32.61605982 -30.3903144509 -32.61605982 -33.792296724 -33.167852998 -31.8451269309 -34.792283251 -37.92801767 -38.45527548 -34.087095591 -29.430702594 -34.582080449 -32.826265467 -29.158052559 -32.2786463301 -13.1052913081 -0.0315537639999999 1.2635663368 -35.1078523405 -32.8920639406 -37.29477406 -34.3176658346 -31.606767484 -37.578453682 -2.2696967558 -10.5329043854 -6.8533057602 -35.457754405 -35.559646093 -34.039484656 -37.20696904 -34.603738099 -35.27757476 -6.4667416265 -6.7860104399 -6.9833465656 -32.327169763 -35.0455432427 0.8028295479 -33.310796942 -33.105207766 10.588704139 -36.144170143 -36.056805635 -3.875412852 -38.91106417 -38.52548975 3.2713330196
"WALKING_UPSTAIRS" 22 11.17468941 -0.89124321856 -4.484654119 -33.640190578 -29.571391386 -32.40614331 17.60112162 9.024750655 7.5157623116 -40.97721642 -40.36998912 -39.95573012 3.54377225 -0.51339151881 -0.73488893918 -33.57320577 -32.144602378 -36.01947525 -2.2989523342 -3.007195835 3.808959616 -34.43046354 -35.00098572 -33.31406432 -4.3740656826 -1.3504109177 -2.4667377542 -34.702028735 -36.99468726 -36.22352111 -31.43871208 -32.802187677 -31.43871208 -32.802187677 -33.585469069 -32.879753678 -32.273656473 -34.003563 -36.30102251 -36.68827279 -33.8720067711 -30.3400989826 -33.57424883 -33.575228168 -30.0109531509 -32.56070456 -9.3287939611 1.05761558142 1.7776629618 -34.136117606 -32.752576375 -35.589395 -33.741687123 -32.148662545 -36.39784875 1.925702525 -7.4612456249 -2.774733505 -32.797478983 -35.31726512 -33.555215976 -34.97191838 -34.90254798 -34.06241899 -4.8998658461 -8.444728661 -3.477768724 -32.481741142 -34.466343885 -0.136595602 -32.797055838 -33.038035165 6.3931819419 -34.75075941 -34.94553372 -4.832961078 -36.90933573 -36.7856369 2.0855783551
"WALKING_UPSTAIRS" 23 13.60732286 -0.8957608687 -5.114827205 -36.077333371 -32.8916899992 -37.5419046899 18.23292037 10.548730498 14.3871230302 -49.72401858 -49.48760837 -48.80585956 1.775159884 3.16284894103 -0.20392027385 -36.764914023 -35.8075612565 -42.18925118 0.14079968 -4.6827597828 3.846729793 -40.42090843 -39.14848242 -38.49905671 -6.2314432759 -2.70952769499 -2.6952453124 -40.20433133 -43.39262121 -41.60714058 -34.309607744 -35.812635467 -34.309607744 -35.812635467 -37.651371036 -35.979685813 -36.26790574 -38.01458127 -42.16287171 -42.90272053 -36.082767801 -33.573453905 -39.07315041 -36.124944533 -33.725091929 -37.81752895 -12.691653215 2.0613371713 6.4805503 -37.364905394 -36.5932587072 -41.39094776 -37.431402824 -36.002595745 -42.91204677 -1.79189859 -9.1410794129 -4.5263581725 -38.2485888 -40.17845816 -37.630855183 -41.17194192 -38.7098253304 -39.98874883 -1.5796858016 -9.2186064388 2.074760814 -35.246020333 -38.534607028 3.972057513 -35.9226961925 -36.1382105987 9.898029932 -39.37430686 -39.43875444 -0.1479336562 -42.91844888 -43.46670369 6.7667718448
"WALKING_UPSTAIRS" 24 15.78310001 -1.21557627331 -6.171204933 -40.999967287 -33.952550963 -38.486160439 36.85969508 0.987791176 6.9025273466 -57.34292601 -56.5118496 -55.35995568 6.67299205271 0.0405517195 -2.2864218248 -42.04454911 -39.368993594 -46.445018927 -1.0625969877 -4.5135735742 4.461960996 -44.55431981 -43.026603103 -40.71239301 -6.303509755 -2.4060468008 -3.3190882278 -45.96272041 -47.907027763 -46.27341783 -36.963677629 -39.82065356 -36.963677629 -39.82065356 -41.527796537 -41.4715007728 -39.225414988 -41.55139505 -47.025243632 -47.468432409 -41.8753016822 -36.0133842665 -41.524376966 -40.7478671124 -34.549796528 -38.615187682 -11.9356053063 -2.21475867479 0.577470337 -43.099745725 -40.777716714 -45.614143605 -42.494295069 -39.2276568702 -47.2192150817 -1.1618624262 -13.611815675 -7.98719614893 -42.59892044 -44.39533856 -41.037609059 -45.29686367 -42.524726266 -42.36813729 -8.8299088017 -12.3216849204 -7.6571374409 -39.4782617133 -43.072347423 2.0910503461 -41.140639611 -42.056578859 10.852752204 -43.46498339 -43.489321081 -5.2644316657 -47.632994996 -48.08990518 4.04269662281
"WALKING_UPSTAIRS" 25 17.43548925 -1.2126113466 -7.222218202 -50.804813751 -45.738581184 -49.322578232 31.029848327 9.0187723155 14.1586084474 -63.71278421 -63.20550111 -62.52198383 5.6026555627 -0.682028497791 -0.85840439639 -51.083431991 -49.60441444 -55.660589514 -3.5786000033 -4.521087998 6.2007454428 -51.946633895 -52.5448407614 -51.773462291 -7.0011196707 -3.37498451745 -4.16417627102 -54.65145996 -56.9199834 -55.12091188 -47.952768208 -50.059253985 -47.952768208 -50.059253985 -51.342436881 -50.620799546 -49.0639936226 -48.599013051 -55.829278764 -56.475144 -51.546891533 -46.869876581 -51.7806870854 -50.579681472 -46.418436219 -49.310058768 -12.2361412084 2.4731496809 5.3854939427 -51.8448565111 -50.30505573 -55.01823459 -51.566286171 -49.91628582 -56.215797586 3.1698153079 -8.7659860952 -4.7136322121 -51.014527878 -53.7392147 -51.649824463 -52.417598625 -52.0672408053 -53.08077587 -9.07943822 -11.9281866273 -0.87640731 -49.68230081 -52.63922367 5.2274735929 -50.521280957 -50.8394895938 14.216838458 -51.888215392 -49.55862872 -8.70011251069 -56.639503482 -56.87119678 8.6397917059
"WALKING_UPSTAIRS" 26 14.78423848 -0.769113957 -6.0000514473 -41.8705321748 -36.133703538 -41.184632448 31.09618236 -0.1699854752713 6.5071804192 -53.74412753 -53.33458666 -52.52472526 5.34406471852 0.28047434335 -1.3535445903 -41.966475747 -40.0376033552 -46.060506985 0.1031934696 -5.3466536683 3.448515833 -44.339558024 -42.989058378 -41.432928968 -5.27923605 -2.43395453468 -1.907055695 -44.460999069 -46.39341592 -44.733073773 -39.015622286 -41.14844392 -39.015622286 -41.14844392 -41.9619189271 -41.4253213295 -39.938047396 -41.44945932 -45.58806869 -45.860656893 -42.251176883 -37.683321037 -42.754101172 -41.7800575993 -36.567759021 -41.49803401 -9.5293777775 0.76645795439 4.9379162451 -42.632702796 -40.85197805 -45.295177869 -42.45200817 -40.206751757 -46.746708724 1.7763534527 -7.8389098383 -3.664772509 -42.200456833 -43.605542539 -41.0445589781 -45.060388046 -42.809869529 -42.886351183 -8.19341246955 -12.2004642689 -3.264284855885 -40.5783432271 -43.657897144 2.7685840502 -41.03623018 -42.137468468 9.542438285 -42.695355597 -43.008709402 -6.53833393723 -46.01657481 -46.354244268 5.80630928672
"WALKING_UPSTAIRS" 27 13.73252363 -1.009863427 -5.635198612 -37.187333251 -32.545596794 -34.475624503 27.57232221 5.180875124 5.1379537957 -50.02120367 -49.13791224 -49.0126349 3.4566679887 0.225025500843 -0.560893988877 -37.4925786 -35.4418357916 -41.23302274 -1.8048319749 -3.5046912005 4.3916330272 -40.81842273 -37.732155632 -36.408964231 -5.329039530247 -2.613821376 -2.4986345432 -40.306077797 -41.425251497 -40.746302168 -34.144504127 -36.282970621 -34.144504127 -36.282970621 -37.447629919 -36.499622681 -35.677927397 -38.272869517 -41.12145152 -41.1071219128 -37.369766673 -33.194277817 -37.0521677094 -37.159561719 -33.4373529068 -34.422931814 -7.7533873012 3.3266446035 2.78372006167 -38.392024403 -36.191244164 -40.442584643 -37.819999702 -35.732945223 -41.9674719 0.408700791 -7.606229624 -5.3715860262 -38.6485360258 -38.255605415 -36.376881922 -41.55236203 -37.62551825186 -37.8021007 -5.39284184181 -8.888766326 -4.54369318293 -35.923823034 -38.798510882 2.4038476412 -36.542222119 -36.524682735 10.6028873318 -38.953008322 -40.09912587 -2.0677225136 -41.284404937 -41.59172806 7.369579961
"WALKING_UPSTAIRS" 28 13.75632578 -0.69054159685 -4.954005328 -39.87475831 -33.8592410578 -38.511691165 29.5098026 2.536562677 11.34440424654 -49.85014043 -48.72189562 -47.82469377 4.5719319271 0.1620711806 -0.94982102509 -40.02945164 -37.0808435463 -43.73607253 -2.130938675 -3.5234663712 4.01979045625 -41.329294635 -40.572440267 -40.86245066 -4.585076742 -1.8663135076 -1.3236201771 -41.089593834 -43.798393948 -42.3108098323 -36.833623917 -38.47151443 -36.833623917 -38.47151443 -39.814688118 -38.963233304 -38.255156993 -39.5464705263 -42.85597592 -43.212253895 -40.13732776 -35.30974977412 -40.3584330383 -39.8179632 -34.265371338 -38.559896234 -8.2315948098 1.6888835654 5.86494978503 -40.643061914 -38.111389498 -43.25619081 -40.3855864806 -36.942899418 -44.151730837 1.580938827 -6.1800309697 -1.516052337 -39.596154715 -41.781649676 -40.386868892 -41.95097921 -40.0379823355 -42.02147137 -4.04262673382 -9.905780148 1.92354621735 -38.686100852 -40.384667263 3.8165204711 -39.119921308 -38.836439378 12.215908964 -40.761800964 -40.779806561 -2.76672581 -43.573055031 -43.30032394 9.4729451215
"WALKING_UPSTAIRS" 29 13.23644584 -0.73610248278 -5.31515347 -41.7462043781 -37.885224337 -39.473586599 29.935138227 2.3979107065 8.037965458 -48.02522409 -46.75869925 -46.52981212 4.3414719277 0.233813529635 -1.047435043549 -42.52576629 -41.344365126 -43.80366007 -1.77490516465 -3.8113461376 4.6463526468 -43.60589067 -42.76147427 -40.88828763 -4.6518955116 -2.7878812665 -3.0287668308 -44.20883799 -44.82681023 -44.11826563 -39.2767539573 -40.370543522 -39.2767539573 -40.370543522 -42.19696272 -42.27048075 -40.83506833 -41.80511799 -44.58860427 -44.69973416 -42.347775802 -39.261222819 -41.35627933 -41.5429796548 -37.9253263311 -39.254583577 -9.4892100088 -1.4054472009 -0.8912913441 -42.93862823 -41.87102857 -43.33995679 -42.68574197 -41.2973259695 -44.2150854 2.6081901653 -9.89344705 -3.1261995403 -42.60526762 -42.9512961 -41.43308858 -43.961869 -42.74688427 -41.47906292 -7.2831376461 -9.773723488 -5.2097340318 -40.635119515 -41.61419411 -3.2786608593 -42.14166825 -42.44035078 10.6362574395 -42.71148314 -42.48261733 -5.394020701 -44.7489201 -44.94702823 5.374121943
"WALKING_UPSTAIRS" 30 17.58130132 -0.95764842376 -6.6277667829 -51.607148585 -46.933933497 -50.548786854 36.98757876 2.81816752021 8.0646755042 -63.89011672 -63.25956884 -62.28180912 6.265402893 1.20170137214 0.31030157686 -51.837683025 -50.1143941017 -55.95986154 -2.4875070328 -4.4031322857 4.2044161787 -54.91711663 -52.438483056 -51.31516195 -5.9904504126 -2.77793948 -2.7900608706 -54.938146487 -55.92215116 -56.14191393 -48.9800169208 -50.765819721 -48.9800169208 -50.765819721 -52.123528515 -50.965870814 -50.49681974781 -51.591339705 -55.848155592 -55.810685995 -51.8466006702 -48.0248596488 -52.423491477 -51.599193909 -47.503652668 -50.716204596 -9.6441121888 3.6161441158 6.300875827 -52.37378574 -51.0546225971 -55.0036208 -52.473921073 -50.119132221 -56.8364694 6.169693106 -6.3103007846 -1.5537687449 -53.10693266 -52.86397789 -51.850865343 -55.565035939 -52.373546949 -52.444195623 -3.6424013776 -12.654894856 -3.2702675505 -50.423619725 -53.192015213 6.56086583347 -50.888528428 -51.091574358 14.0839618615 -53.01676104 -53.049554832 -3.020686297 -55.960973392 -56.268605877 9.9989769197
"WALKING_DOWNSTAIRS" 1 13.27333487 -1.0853456316 -5.47083497 -36.870960686 -30.089332332 -34.925615519 33.856442247 2.9542378691 5.296041321 -47.86018976 -47.15096733 -46.75325202 3.835958828 0.23135445948 -0.57584050924 -36.7064426173 -34.03479716 -40.467408829 -0.870155944 -4.432645795 3.5029635698 -38.671167561 -35.006493585 -35.302986951 -5.1881039029 -1.9602987677 -3.1626767929 -39.389110841 -40.1571347 -38.5049085154 -33.868973324 -34.688833085 -33.868973324 -34.688833085 -36.610690798 -35.627376182 -33.832241671 -35.702437378 -39.650503622 -40.2816345 -36.477992506 -31.353027873 -36.9509664063 -37.051681856 -30.684990361 -34.975368597 -6.8198986621 1.351658362 1.219296528 -37.1834713111 -34.870713443 -39.7262144946 -37.325886717 -34.136046226 -41.13844476 0.5701816173 -10.1722827739 -5.4459082158 -37.268357055 -36.509538224 -34.561387332 -39.233750122 -34.329674108 -36.873005128 -5.97753721949 -9.881134337 -3.031089583589 -34.1379105 -37.257757722 2.921331053 -35.3733774286 -36.040573972 7.692945635 -37.202139533 -37.0835861789 -6.294559638 -40.44713565 -40.69846918 2.43503248787
